,County,Location Code,City,Economic Sector (NAICS Code),2020Q2,Rounded Up
71,Box Elder County,2017.0,Brigham,SPECIAL EVENT SALES,30000.0,True
72,Box Elder County,2017.0,Brigham,UNKNOWN/NONCLASSIFIABLE,3732.0,False
73,Box Elder County,2017.0,Brigham,PRIOR-PERIOD PAYMENTS & REFUNDS,715733.0,False
74,Box Elder County,2113.0,Tremonton,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",1000.0,True
75,Box Elder County,2113.0,Tremonton,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",1000.0,True
76,Box Elder County,2113.0,Tremonton,UTILITIES (22),1500000.0,True
77,Box Elder County,2113.0,Tremonton,CONSTRUCTION (23),1111860.0,False
78,Box Elder County,2113.0,Tremonton,MANUFACTURING (31-33),1667413.0,False
79,Box Elder County,2113.0,Tremonton,WHOLESALE TRADE-DURABLE GOODS (423),7168534.0,False
80,Box Elder County,2113.0,Tremonton,WHOLESALE TRADE-NONDURABLE GOODS (424),1492319.0,False
81,Box Elder County,2113.0,Tremonton,WHOLESALE TRADE-ELECTRONIC MARKETS (425),49332.0,False
82,Box Elder County,2113.0,Tremonton,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),11113606.0,False
83,Box Elder County,2113.0,Tremonton,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),179018.0,False
84,Box Elder County,2113.0,Tremonton,RETAIL-ELECTRONICS & APPLIANCE STORES (443),311995.0,False
85,Box Elder County,2113.0,Tremonton,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",1397217.0,False
86,Box Elder County,2113.0,Tremonton,RETAIL-FOOD & BEVERAGE STORES (445),8750000.0,True
87,Box Elder County,2113.0,Tremonton,RETAIL-HEALTH & PERSONAL CARE STORES (446),162653.0,False
88,Box Elder County,2113.0,Tremonton,RETAIL-GASOLINE STATIONS (447),2250000.0,True
89,Box Elder County,2113.0,Tremonton,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),710915.0,False
90,Box Elder County,2113.0,Tremonton,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",1677789.0,False
91,Box Elder County,2113.0,Tremonton,RETAIL-GENERAL MERCHANDISE STORES (452),965049.0,False
92,Box Elder County,2113.0,Tremonton,RETAIL-MISCELLANEOUS STORE RETAILERS (453),377506.0,False
93,Box Elder County,2113.0,Tremonton,RETAIL-NONSTORE RETAILERS (454),3452636.0,False
94,Box Elder County,2113.0,Tremonton,TRANSPORTATION & WAREHOUSING (48-49),90000.0,True
95,Box Elder County,2113.0,Tremonton,INFORMATION (51),1193882.0,False
96,Box Elder County,2113.0,Tremonton,FINANCE & INSURANCE (52),116639.0,False
97,Box Elder County,2113.0,Tremonton,"REAL ESTATE, RENTAL & LEASING (53)",500977.0,False
98,Box Elder County,2113.0,Tremonton,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",997490.0,False
99,Box Elder County,2113.0,Tremonton,MANAGEMENT OF COMPANIES & ENTERPRISES (55),2000.0,True
100,Box Elder County,2113.0,Tremonton,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),842615.0,False
101,Box Elder County,2113.0,Tremonton,EDUCATIONAL SERVICES (61),5000.0,True
102,Box Elder County,2113.0,Tremonton,HEALTH CARE & SOCIAL ASSISTANCE (62),150000.0,True
103,Box Elder County,2113.0,Tremonton,"ARTS, ENTERTAINMENT AND RECREATION (71)",350000.0,True
104,Box Elder County,2113.0,Tremonton,ACCOMMODATION (721),500000.0,True
105,Box Elder County,2113.0,Tremonton,FOOD SERVICES & DRINKING PLACES (722),3699553.0,False
106,Box Elder County,2113.0,Tremonton,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),1473013.0,False
107,Box Elder County,2113.0,Tremonton,PRIVATE MOTOR VEHICLE SALES,2000000.0,True
108,Box Elder County,2113.0,Tremonton,SPECIAL EVENT SALES,100000.0,True
109,Box Elder County,2113.0,Tremonton,UNKNOWN/NONCLASSIFIABLE,4181.0,False
110,Box Elder County,2113.0,Tremonton,PRIOR-PERIOD PAYMENTS & REFUNDS,1185149.0,False
111,Cache County,3038.0,Logan,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",29242.0,False
112,Cache County,3038.0,Logan,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",90000.0,True
113,Cache County,3038.0,Logan,UTILITIES (22),2500000.0,True
114,Cache County,3038.0,Logan,CONSTRUCTION (23),5458125.0,False
115,Cache County,3038.0,Logan,MANUFACTURING (31-33),17166553.0,False
116,Cache County,3038.0,Logan,WHOLESALE TRADE-DURABLE GOODS (423),26529125.0,False
117,Cache County,3038.0,Logan,WHOLESALE TRADE-NONDURABLE GOODS (424),3506233.0,False
118,Cache County,3038.0,Logan,WHOLESALE TRADE-ELECTRONIC MARKETS (425),559040.0,False
119,Cache County,3038.0,Logan,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),33960616.0,False
120,Cache County,3038.0,Logan,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),2179364.0,False
121,Cache County,3038.0,Logan,RETAIL-ELECTRONICS & APPLIANCE STORES (443),6518620.0,False
122,Cache County,3038.0,Logan,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",55674225.0,False
123,Cache County,3038.0,Logan,RETAIL-FOOD & BEVERAGE STORES (445),51824586.0,False
124,Cache County,3038.0,Logan,RETAIL-HEALTH & PERSONAL CARE STORES (446),4117871.0,False
125,Cache County,3038.0,Logan,RETAIL-GASOLINE STATIONS (447),5250000.0,True
126,Cache County,3038.0,Logan,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),8281022.0,False
127,Cache County,3038.0,Logan,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",16150106.0,False
128,Cache County,3038.0,Logan,RETAIL-GENERAL MERCHANDISE STORES (452),22811769.0,False
129,Cache County,3038.0,Logan,RETAIL-MISCELLANEOUS STORE RETAILERS (453),11476395.0,False
130,Cache County,3038.0,Logan,RETAIL-NONSTORE RETAILERS (454),16447176.0,False
131,Cache County,3038.0,Logan,TRANSPORTATION & WAREHOUSING (48-49),229142.0,False
132,Cache County,3038.0,Logan,INFORMATION (51),7788295.0,False
133,Cache County,3038.0,Logan,FINANCE & INSURANCE (52),973372.0,False
134,Cache County,3038.0,Logan,"REAL ESTATE, RENTAL & LEASING (53)",5628910.0,False
135,Cache County,3038.0,Logan,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",3560341.0,False
136,Cache County,3038.0,Logan,MANAGEMENT OF COMPANIES & ENTERPRISES (55),15000.0,True
137,Cache County,3038.0,Logan,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),1062816.0,False
138,Cache County,3038.0,Logan,EDUCATIONAL SERVICES (61),741232.0,False
139,Cache County,3038.0,Logan,HEALTH CARE & SOCIAL ASSISTANCE (62),630685.0,False
140,Cache County,3038.0,Logan,"ARTS, ENTERTAINMENT AND RECREATION (71)",474235.0,False
141,Cache County,3038.0,Logan,ACCOMMODATION (721),2471545.0,False
142,Cache County,3038.0,Logan,FOOD SERVICES & DRINKING PLACES (722),28499004.0,False
143,Cache County,3038.0,Logan,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),8468760.0,False
144,Cache County,3038.0,Logan,PUBLIC ADMINISTRATION (92),5250000.0,True
145,Cache County,3038.0,Logan,PRIVATE MOTOR VEHICLE SALES,6250000.0,True
146,Cache County,3038.0,Logan,SPECIAL EVENT SALES,200000.0,True
147,Cache County,3038.0,Logan,UNKNOWN/NONCLASSIFIABLE,39436.0,False
148,Cache County,3038.0,Logan,PRIOR-PERIOD PAYMENTS & REFUNDS,1983997.0,False
149,Carbon County,4035.0,Price,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",1000.0,True
150,Carbon County,4035.0,Price,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",200000.0,True
151,Carbon County,4035.0,Price,UTILITIES (22),1000000.0,True
152,Carbon County,4035.0,Price,CONSTRUCTION (23),860642.0,False
153,Carbon County,4035.0,Price,MANUFACTURING (31-33),1584505.0,False
154,Carbon County,4035.0,Price,WHOLESALE TRADE-DURABLE GOODS (423),4953198.0,False
155,Carbon County,4035.0,Price,WHOLESALE TRADE-NONDURABLE GOODS (424),2166634.0,False
156,Carbon County,4035.0,Price,WHOLESALE TRADE-ELECTRONIC MARKETS (425),58178.0,False
157,Carbon County,4035.0,Price,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),11652720.0,False
158,Carbon County,4035.0,Price,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),194311.0,False
159,Carbon County,4035.0,Price,RETAIL-ELECTRONICS & APPLIANCE STORES (443),1443264.0,False
160,Carbon County,4035.0,Price,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",4956424.0,False
161,Carbon County,4035.0,Price,RETAIL-FOOD & BEVERAGE STORES (445),9115885.0,False
162,Carbon County,4035.0,Price,RETAIL-HEALTH & PERSONAL CARE STORES (446),157367.0,False
163,Carbon County,4035.0,Price,RETAIL-GASOLINE STATIONS (447),1500000.0,True
164,Carbon County,4035.0,Price,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),381020.0,False
165,Carbon County,4035.0,Price,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",574095.0,False
166,Carbon County,4035.0,Price,RETAIL-GENERAL MERCHANDISE STORES (452),19884645.0,False
167,Carbon County,4035.0,Price,RETAIL-MISCELLANEOUS STORE RETAILERS (453),1194345.0,False
168,Carbon County,4035.0,Price,RETAIL-NONSTORE RETAILERS (454),3012651.0,False
169,Carbon County,4035.0,Price,TRANSPORTATION & WAREHOUSING (48-49),1000.0,True
170,Carbon County,4035.0,Price,INFORMATION (51),1655952.0,False
171,Carbon County,4035.0,Price,FINANCE & INSURANCE (52),283891.0,False
172,Carbon County,4035.0,Price,"REAL ESTATE, RENTAL & LEASING (53)",933082.0,False
173,Carbon County,4035.0,Price,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",656495.0,False
174,Carbon County,4035.0,Price,MANAGEMENT OF COMPANIES & ENTERPRISES (55),1000.0,True
175,Carbon County,4035.0,Price,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),243332.0,False
176,Carbon County,4035.0,Price,EDUCATIONAL SERVICES (61),7242.0,False
177,Carbon County,4035.0,Price,HEALTH CARE & SOCIAL ASSISTANCE (62),347614.0,False
178,Carbon County,4035.0,Price,"ARTS, ENTERTAINMENT AND RECREATION (71)",15000.0,True
179,Carbon County,4035.0,Price,ACCOMMODATION (721),1022109.0,False
180,Carbon County,4035.0,Price,FOOD SERVICES & DRINKING PLACES (722),4888228.0,False
181,Carbon County,4035.0,Price,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),2282572.0,False
182,Carbon County,4035.0,Price,PUBLIC ADMINISTRATION (92),1500000.0,True
183,Carbon County,4035.0,Price,PRIVATE MOTOR VEHICLE SALES,1250000.0,True
184,Carbon County,4035.0,Price,SPECIAL EVENT SALES,150000.0,True
185,Carbon County,4035.0,Price,UNKNOWN/NONCLASSIFIABLE,5883.0,False
186,Carbon County,4035.0,Price,PRIOR-PERIOD PAYMENTS & REFUNDS,-383467.0,False
187,Davis County,6004.0,Bountiful,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",4000.0,True
188,Davis County,6004.0,Bountiful,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",5000.0,True
189,Davis County,6004.0,Bountiful,UTILITIES (22),8500000.0,True
190,Davis County,6004.0,Bountiful,CONSTRUCTION (23),1647021.0,False
191,Davis County,6004.0,Bountiful,MANUFACTURING (31-33),2171121.0,False
192,Davis County,6004.0,Bountiful,WHOLESALE TRADE-DURABLE GOODS (423),4763409.0,False
193,Davis County,6004.0,Bountiful,WHOLESALE TRADE-NONDURABLE GOODS (424),641651.0,False
194,Davis County,6004.0,Bountiful,WHOLESALE TRADE-ELECTRONIC MARKETS (425),131656.0,False
195,Davis County,6004.0,Bountiful,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),58937846.0,False
196,Davis County,6004.0,Bountiful,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),1691416.0,False
197,Davis County,6004.0,Bountiful,RETAIL-ELECTRONICS & APPLIANCE STORES (443),3819206.0,False
198,Davis County,6004.0,Bountiful,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",1898525.0,False
199,Davis County,6004.0,Bountiful,RETAIL-FOOD & BEVERAGE STORES (445),24807045.0,False
200,Davis County,6004.0,Bountiful,RETAIL-HEALTH & PERSONAL CARE STORES (446),2195173.0,False
201,Davis County,6004.0,Bountiful,RETAIL-GASOLINE STATIONS (447),2500000.0,True
202,Davis County,6004.0,Bountiful,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),2654922.0,False
203,Davis County,6004.0,Bountiful,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",2248783.0,False
204,Davis County,6004.0,Bountiful,RETAIL-GENERAL MERCHANDISE STORES (452),2278386.0,False
205,Davis County,6004.0,Bountiful,RETAIL-MISCELLANEOUS STORE RETAILERS (453),3755609.0,False
206,Davis County,6004.0,Bountiful,RETAIL-NONSTORE RETAILERS (454),17497067.0,False
207,Davis County,6004.0,Bountiful,TRANSPORTATION & WAREHOUSING (48-49),35000.0,True
208,Davis County,6004.0,Bountiful,INFORMATION (51),5678745.0,False
209,Davis County,6004.0,Bountiful,FINANCE & INSURANCE (52),1116141.0,False
210,Davis County,6004.0,Bountiful,"REAL ESTATE, RENTAL & LEASING (53)",2053241.0,False
211,Davis County,6004.0,Bountiful,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",3301438.0,False
212,Davis County,6004.0,Bountiful,MANAGEMENT OF COMPANIES & ENTERPRISES (55),25000.0,True
213,Davis County,6004.0,Bountiful,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),975548.0,False
214,Davis County,6004.0,Bountiful,EDUCATIONAL SERVICES (61),81571.0,False
215,Davis County,6004.0,Bountiful,HEALTH CARE & SOCIAL ASSISTANCE (62),935892.0,False
216,Davis County,6004.0,Bountiful,"ARTS, ENTERTAINMENT AND RECREATION (71)",585659.0,False
217,Davis County,6004.0,Bountiful,ACCOMMODATION (721),100000.0,True
218,Davis County,6004.0,Bountiful,FOOD SERVICES & DRINKING PLACES (722),11839024.0,False
219,Davis County,6004.0,Bountiful,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),5958817.0,False
220,Davis County,6004.0,Bountiful,PUBLIC ADMINISTRATION (92),900000.0,True
221,Davis County,6004.0,Bountiful,PRIVATE MOTOR VEHICLE SALES,5500000.0,True
222,Davis County,6004.0,Bountiful,SPECIAL EVENT SALES,150000.0,True
223,Davis County,6004.0,Bountiful,UNKNOWN/NONCLASSIFIABLE,16822.0,False
224,Davis County,6004.0,Bountiful,PRIOR-PERIOD PAYMENTS & REFUNDS,1671381.0,False
225,Davis County,6006.0,Centerville,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",1000.0,True
226,Davis County,6006.0,Centerville,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",5000.0,True
227,Davis County,6006.0,Centerville,UTILITIES (22),2750000.0,True
228,Davis County,6006.0,Centerville,CONSTRUCTION (23),511036.0,False
229,Davis County,6006.0,Centerville,MANUFACTURING (31-33),4861880.0,False
230,Davis County,6006.0,Centerville,WHOLESALE TRADE-DURABLE GOODS (423),3860794.0,False
231,Davis County,6006.0,Centerville,WHOLESALE TRADE-NONDURABLE GOODS (424),523989.0,False
232,Davis County,6006.0,Centerville,WHOLESALE TRADE-ELECTRONIC MARKETS (425),98099.0,False
233,Davis County,6006.0,Centerville,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),15886141.0,False
234,Davis County,6006.0,Centerville,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),750207.0,False
235,Davis County,6006.0,Centerville,RETAIL-ELECTRONICS & APPLIANCE STORES (443),915526.0,False
236,Davis County,6006.0,Centerville,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",31058974.0,False
237,Davis County,6006.0,Centerville,RETAIL-FOOD & BEVERAGE STORES (445),5422530.0,False
238,Davis County,6006.0,Centerville,RETAIL-HEALTH & PERSONAL CARE STORES (446),269898.0,False
239,Davis County,6006.0,Centerville,RETAIL-GASOLINE STATIONS (447),2000000.0,True
240,Davis County,6006.0,Centerville,RETAIL-CLOTHING & CLOTHING ACCESSORIES STORES (448),801465.0,False
241,Davis County,6006.0,Centerville,"RETAIL-SPORTING GOODS, HOBBY, MUSIC & BOOK STORES (451)",2956479.0,False
242,Davis County,6006.0,Centerville,RETAIL-GENERAL MERCHANDISE STORES (452),34675399.0,False
243,Davis County,6006.0,Centerville,RETAIL-MISCELLANEOUS STORE RETAILERS (453),2692287.0,False
244,Davis County,6006.0,Centerville,RETAIL-NONSTORE RETAILERS (454),6781237.0,False
245,Davis County,6006.0,Centerville,TRANSPORTATION & WAREHOUSING (48-49),15000.0,True
246,Davis County,6006.0,Centerville,INFORMATION (51),3042694.0,False
247,Davis County,6006.0,Centerville,FINANCE & INSURANCE (52),201150.0,False
248,Davis County,6006.0,Centerville,"REAL ESTATE, RENTAL & LEASING (53)",1054776.0,False
249,Davis County,6006.0,Centerville,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES (54)",1529829.0,False
250,Davis County,6006.0,Centerville,MANAGEMENT OF COMPANIES & ENTERPRISES (55),25000.0,True
251,Davis County,6006.0,Centerville,ADMIN. & SUPPORT & WASTE MANAG. & REMED. SERVICES (56),152151.0,False
252,Davis County,6006.0,Centerville,EDUCATIONAL SERVICES (61),16733.0,False
253,Davis County,6006.0,Centerville,HEALTH CARE & SOCIAL ASSISTANCE (62),77432.0,False
254,Davis County,6006.0,Centerville,"ARTS, ENTERTAINMENT AND RECREATION (71)",5000.0,True
255,Davis County,6006.0,Centerville,ACCOMMODATION (721),15000.0,True
256,Davis County,6006.0,Centerville,FOOD SERVICES & DRINKING PLACES (722),10072941.0,False
257,Davis County,6006.0,Centerville,OTHER SERVICES-EXCEPT PUBLIC ADMINISTRATION (81),5479001.0,False
258,Davis County,6006.0,Centerville,PRIVATE MOTOR VEHICLE SALES,3000000.0,True
259,Davis County,6006.0,Centerville,SPECIAL EVENT SALES,450000.0,True
260,Davis County,6006.0,Centerville,UNKNOWN/NONCLASSIFIABLE,7713.0,False
261,Davis County,6006.0,Centerville,PRIOR-PERIOD PAYMENTS & REFUNDS,473481.0,False
262,Davis County,6008.0,Clearfield,"AGRICULTURE, FORESTRY, FISHING & HUNTING (11)",3000.0,True
263,Davis County,6008.0,Clearfield,"MINING, QUARRYING, & OIL & GAS EXTRACTION (21)",25000.0,True
264,Davis County,6008.0,Clearfield,UTILITIES (22),4250000.0,True
265,Davis County,6008.0,Clearfield,CONSTRUCTION (23),1500104.0,False
266,Davis County,6008.0,Clearfield,MANUFACTURING (31-33),6130462.0,False
267,Davis County,6008.0,Clearfield,WHOLESALE TRADE-DURABLE GOODS (423),5865460.0,False
268,Davis County,6008.0,Clearfield,WHOLESALE TRADE-NONDURABLE GOODS (424),795577.0,False
269,Davis County,6008.0,Clearfield,WHOLESALE TRADE-ELECTRONIC MARKETS (425),299934.0,False
270,Davis County,6008.0,Clearfield,RETAIL-MOTOR VEHICLE & PARTS DEALERS (441),7771947.0,False
271,Davis County,6008.0,Clearfield,RETAIL-FURNITURE & HOME FURNISHINGS STORES (442),154317.0,False
272,Davis County,6008.0,Clearfield,RETAIL-ELECTRONICS & APPLIANCE STORES (443),696753.0,False
273,Davis County,6008.0,Clearfield,"RETAIL-BUILD. MATERIAL, GARDEN EQUIP. & SUPPLIES DEALERS (444)",2560915.0,False
274,Davis County,6008.0,Clearfield,RETAIL-FOOD & BEVERAGE STORES (445),5457813.0,False
275,Davis County,6008.0,Clearfield,RETAIL-HEALTH & PERSONAL CARE STORES (446),383841.0,False
276,Davis County,6008.0,Clearfield,RETAIL-GASOLINE STATIONS (447),5686790.0,False
